product_id,product_category_name,qty,total_price,freight_price,product_name_lenght,product_description_lenght,product_photos_qty,product_weight_g,product_score,customers,weekday,weekend,holiday,month,year,s,volume,comp_1,ps1,fp1,comp_2,ps2,fp2,comp_3,ps3,fp3,lag_price,day,price_per_gram,freight_per_unit,price_to_total,qty_to_weight,comp_1_diff,comp_2_diff,comp_3_diff,comp_1_score_weighted,comp_2_score_weighted,comp_3_score_weighted,is_weekend,is_holiday,name_desc_ratio,photos_per_unit,log_qty,log_total_price,log_freight_price,log_product_weight_g,log_s,log_volume
bed1,bed_bath_table,17,679.83,16.46235294,39,161,2,350,4.0,43,22,9,1,3,2018,15.88785047,3800,86.9,3.9,19.98235294,39.99,4.0,16.46235294,39.99,4.0,16.46235294,39.99,1,0.11425714285714286,0.9683731327216866,0.0588235285464965,0.048571427183673514,-46.910000000000004,0.0,0.0,0.04487916629698891,0.10002498123906445,0.10002498123906445,0,1,0.24223600979900559,0.11764698961941787,2.8903717578961645,6.523312642093231,2.860047303073031,5.860786223465865,2.826594456290809,8.24301946898925
bed1,bed_bath_table,13,519.87,14.23615385,39,161,2,350,4.0,34,21,9,1,4,2018,12.14953271,3800,85.045,3.9,12.94,39.99,4.0,14.23615385,39.99,4.0,14.23615385,39.99,1,0.11425714285714286,1.0950879153169883,0.0769230754434171,0.03714285608163269,-45.055,0.0,0.0,0.04585806974448001,0.10002498123906445,0.10002498123906445,0,1,0.24223600979900559,0.15384603550304962,2.6390573296152584,6.255500490464483,2.723671146360072,5.860786223465865,2.576386222631161,8.24301946898925
bed1,bed_bath_table,19,759.81,10.25631579,39,161,2,350,4.0,57,23,8,3,5,2018,10.26739356,3800,83.64961538,3.9,16.78038462,39.99,4.0,10.25631579,39.99,4.0,10.25631579,39.99,1,0.11425714285714286,0.5398058101022052,0.05263157825467449,0.054285712734693924,-43.65961538,0.0,0.0,0.04662304203136886,0.10002498123906445,0.10002498123906445,0,1,0.24223600979900559,0.10526310249310396,2.995732273553991,6.634383655203684,2.420929374677964,5.860786223465865,2.421913028899484,8.24301946898925
bed1,bed_bath_table,5,199.95,13.998,39,161,2,350,4.0,43,21,9,0,6,2018,6.503115265,3800,79.9,3.9,23.00565217,39.99,4.0,13.998,39.99,4.0,13.998,39.99,1,0.11425714285714286,2.7995944008111984,0.1999999899974999,0.014285713877551034,-39.910000000000004,0.0,0.0,0.048811007658196785,0.10002498123906445,0.10002498123906445,0,0,0.24223600979900559,0.39999920000160005,1.791759469228055,5.30305612089521,2.7079168588791975,5.860786223465865,2.0153183029672475,8.24301946898925
bed1,bed_bath_table,8,319.92,20.4175,39,161,2,350,4.0,26,22,9,1,7,2018,12.07165109,3800,77.93333333,3.9,19.952,39.99,4.0,20.4175,39.99,4.0,20.4175,39.99,1,0.11425714285714286,2.552184309769613,0.12499999609277332,0.02285714220408165,-37.943333329999994,0.0,0.0,0.05004276518057088,0.10002498123906445,0.10002498123906445,0,1,0.24223600979900559,0.24999968750039064,2.1972245773362196,5.771191870885455,3.064208344856062,5.860786223465865,2.5704458463599567,8.24301946898925
bed1,bed_bath_table,8,313.92,16.33375,39,161,2,350,4.0,15,23,8,1,8,2018,9.293873313,3800,74.0,3.9,17.25571429,39.24,4.0,16.33375,39.24,4.0,16.33375,39.99,1,0.11211428571428572,2.0417161978547527,0.12499999601809392,0.02285714220408165,-34.76,0.0,0.0,0.05270269558071681,0.10193677320673464,0.10193677320673464,0,1,0.24223600979900559,0.24999968750039064,2.1972245773362196,5.752318638316266,2.852655468085937,5.860786223465865,2.3315488942770397,8.24301946898925
garden5,garden_tools,6,419.4,32.68,36,450,1,9000,4.1,21,23,8,1,3,2017,9.107142857,19656,69.9,4.1,32.68,69.9,4.1,32.68,69.9,4.1,32.68,69.85,1,0.007766666666666667,5.446657588904019,0.16666666269273578,0.000666666665925926,0.0,0.0,0.0,0.05865521335404672,0.05865521335404672,0.05865521335404672,0,1,0.07999999822222227,0.16666638888935187,1.9459101490553132,6.041206639002796,3.516904189374126,9.105090961257085,2.3132423874538994,9.8861887879578
garden5,garden_tools,3,247.9,34.21666667,36,450,1,9000,4.1,17,20,10,2,4,2017,7.678571429,19656,82.63333333,4.1,34.21666667,82.63333333,4.1,34.21666667,82.63333333,4.1,34.21666667,69.9,1,0.009181481481111111,11.405517538274873,0.3333333198736055,0.000333333332962963,0.0,0.0,0.0,0.04961677495761564,0.04961677495761564,0.04961677495761564,0,1,0.07999999822222227,0.3333322222259259,1.3862943611198906,5.517051209373546,3.5615194554886083,9.105090961257085,2.160856933214727,9.8861887879578
garden5,garden_tools,20,1956.0,39.8975,36,450,1,9000,4.1,34,23,8,1,5,2017,19.04761905,19656,59.9,4.1,19.7325,59.9,4.2,26.24666667,97.58823529,4.1,39.8975,82.63333333,1,0.010843137254444444,1.9948740025629987,0.04989173557826311,0.0022222222197530866,37.68823529,37.68823529,0.0,0.06844740092697814,0.07011684973007518,0.04201325669721958,0,1,0.07999999822222227,0.0499999750000125,3.044522437723423,7.579167967396076,3.711068936486189,9.105090961257085,2.9981103960777236,9.8861887879578
garden5,garden_tools,8,712.0,40.80125,36,450,1,9000,4.1,26,22,8,1,6,2017,7.619047619,19656,59.9,4.1,17.67,59.9,4.2,16.26,89.0,4.1,40.80125,97.58823529,1,0.009888888888888888,5.100149874812657,0.12499999824438206,0.0008888888879012346,29.1,29.1,0.0,0.06844740092697814,0.07011684973007518,0.046067410554223524,0,1,0.07999999822222227,0.12499984375019532,2.1972245773362196,6.569481420414296,3.732926243389806,9.105090961257085,2.1539745935368777,9.8861887879578
garden5,garden_tools,10,890.0,39.156,36,450,1,9000,4.1,74,21,10,1,7,2017,9.523809524,19656,59.9,4.1,16.62642857,59.9,4.2,16.11157895,59.9,4.1,15.39230769,89.0,1,0.009888888888888888,3.9155960844039157,0.09999999887640451,0.0011111111098765433,29.1,29.1,29.1,0.06844740092697814,0.07011684973007518,0.06844740092697814,0,1,0.07999999822222227,0.0999999000001,2.3978952727983707,6.792344427470809,3.69277186882928,9.105090961257085,2.3536402638124296,9.8861887879578
garden5,garden_tools,7,683.0,39.5,36,450,1,9000,4.1,113,23,8,1,8,2017,6.666666667,19656,59.9,4.1,18.16230769,59.9,4.2,17.68111111,59.9,4.1,18.05043478,89.0,1,0.010814814814444445,5.64284908164417,0.1425085386601971,0.0007777777769135802,37.43333333,37.43333333,37.43333333,0.06844740092697814,0.07011684973007518,0.06844740092697814,0,1,0.07999999822222227,0.14285693877580175,2.0794415416798357,6.52795791762255,3.7013019741124933,9.105090961257085,2.0368819273045182,9.8861887879578
garden5,garden_tools,9,891.0,39.01888889,36,450,1,9000,4.1,115,21,9,1,9,2017,8.571428571,19656,59.9,4.1,17.18702703,59.9,4.2,16.81176471,59.9,4.1,16.29461538,97.33333333,1,0.011,4.335427281747465,0.11111110986407284,0.0009999999988888888,39.1,39.1,39.1,0.06844740092697814,0.07011684973007518,0.06844740092697814,0,1,0.07999999822222227,0.11111098765445816,2.302585092994046,6.79346613258001,3.6893515649020983,9.105090961257085,2.2587824702908765,9.8861887879578
garden5,garden_tools,14,1386.0,45.77642857,36,450,1,9000,4.1,146,22,9,2,10,2017,13.33333333,19656,59.9,4.1,18.06589744,59.9,4.2,17.59548387,59.9,4.1,16.81416667,99.0,1,0.011,3.269742562326741,0.07142857091321378,0.0015555555538271605,39.1,39.1,39.1,0.06844740092697814,0.07011684973007518,0.06844740092697814,0,1,0.07999999822222227,0.0714285204081997,2.70805020110221,7.234898420314831,3.845379413008582,9.105090961257085,2.6625878267928944,9.8861887879578
garden5,garden_tools,17,1683.0,32.86352941,36,450,1,9000,4.1,339,22,8,4,11,2017,16.19047619,19656,52.40694444,4.1,17.06747253,53.64828125,4.2,16.07586207,53.78571429,4.1,18.27550725,99.0,1,0.011,1.9331476516778519,0.05882352906224879,0.0018888888867901236,46.59305556,45.35171875,45.21428571,0.07823389173843394,0.0782876751922644,0.07622840547602858,0,1,0.07999999822222227,0.058823494809708936,2.8903717578961645,7.428927194802272,3.52233860665384,9.105090961257085,2.844355520581757,9.8861887879578
garden5,garden_tools,11,1089.0,38.05545455,36,450,1,9000,4.1,184,21,10,1,12,2017,10.47619048,19656,55.1,4.1,15.75960784,55.425,4.2,19.184375,55.75,4.1,17.26727273,99.0,1,0.011,3.459583632196698,0.09090909007429669,0.0012222222208641976,43.9,43.575,43.25,0.07441014983481853,0.07577806481225714,0.07354258770536543,0,1,0.07999999822222227,0.09090900826453795,2.4849066497880004,6.993932975223189,3.6649825477091644,9.105090961257085,2.4402744960991822,9.8861887879578
garden5,garden_tools,4,398.0,41.54,36,450,1,9000,4.1,137,23,8,2,1,2018,50.0,19656,49.9,4.1,19.495,49.9,4.2,15.84103448,49.9,4.1,16.50512821,99.0,1,0.011055555555555556,10.384974037564907,0.24999999371859313,0.0004444444439506173,49.6,49.6,49.6,0.0821643121915206,0.08416831980594794,0.0821643121915206,0,1,0.07999999822222227,0.24999937500156252,1.6094379124341003,5.988961416889864,3.750444809772091,9.105090961257085,3.9318256327243257,9.8861887879578
garden5,garden_tools,2,202.0,43.555,36,450,1,9000,4.1,160,20,8,2,2,2018,25.0,19656,50.54516129,4.1,16.61153846,50.9,4.2,17.51944444,50.35714286,4.1,18.281875,99.5,1,0.011222222222222222,21.777391113044434,0.499999975247526,0.00022222222197530866,50.45483871,50.1,50.64285714,0.08111556248323873,0.08251471856292367,0.08141842354349497,0,1,0.07999999822222227,0.49999750001249993,1.0986122886681098,5.313205979041787,3.796724381064683,9.105090961257085,3.258096538021482,9.8861887879578
garden5,garden_tools,1,101.0,67.02,36,450,1,9000,4.1,116,22,9,1,3,2018,9.107142857,19656,53.9,4.1,20.35967742,53.9,4.2,21.85285714,53.9,4.1,19.02423077,101.0,1,0.011222222222222222,67.01932980670192,0.9999999009901088,0.00011111111098765433,47.1,47.1,47.1,0.07606677623993019,0.07792206346529434,0.07606677623993019,0,1,0.07999999822222227,0.9999900000999989,0.6931471805599453,4.624972813284271,4.21980177957905,9.105090961257085,2.3132423874538994,9.8861887879578
garden5,garden_tools,1,101.0,79.76,36,450,1,9000,4.1,111,21,9,1,4,2018,7.678571429,19656,53.9,4.1,5.28173913,53.9,4.2,19.46846154,53.9,4.1,19.07142857,101.0,1,0.011222222222222222,79.75920240797592,0.9999999009901088,0.00011111111098765433,47.1,47.1,47.1,0.07606677623993019,0.07792206346529434,0.07606677623993019,0,1,0.07999999822222227,0.9999900000999989,0.6931471805599453,4.624972813284271,4.391481793444637,9.105090961257085,2.160856933214727,9.8861887879578
consoles1,consoles_games,13,258.7,13.47307692,49,100,4,150,4.2,13,21,10,1,7,2017,7.59180791,2304,19.9,4.2,13.47307692,19.9,3.9,11.85,19.9,4.2,13.47307692,19.85,1,0.13266666666666665,1.0363897350848192,0.07692307394962992,0.08666666088888927,0.0,0.0,0.0,0.21105517032403504,0.19597980101517537,0.21105517032403504,0,1,0.4899999510000049,0.30769207100609924,2.6390573296152584,5.5595271186687025,2.6722901593653132,5.017279836814924,2.1508091806730154,7.742835955430749
consoles1,consoles_games,24,477.6,16.16375,49,100,4,150,4.2,33,23,8,1,8,2017,20.33898305,2304,19.9,4.2,16.16375,19.9,3.9,15.83272727,19.9,4.2,16.16375,19.9,1,0.13266666666666665,0.6734893027127905,0.04166666579424904,0.15999998933333404,0.0,0.0,0.0,0.21105517032403504,0.19597980101517537,0.21105517032403504,0,1,0.4899999510000049,0.16666659722225116,3.2188758248682006,6.170865175474273,2.8427996016538244,5.017279836814924,3.0605355900989135,7.742835955430749
consoles1,consoles_games,9,179.1,16.13333333,49,100,4,150,4.2,17,21,9,1,9,2017,7.627118644,2304,19.9,4.2,16.13333333,19.9,3.9,15.41111111,19.9,4.2,16.13333333,19.9,1,0.13266666666666665,1.7925906004548884,0.11111110490725265,0.059999996000000264,0.0,0.0,0.0,0.21105517032403504,0.19597980101517537,0.21105517032403504,0,1,0.4899999510000049,0.44444395061783265,2.302585092994046,5.19351225218191,2.841025883598457,5.017279836814924,2.1549105726369446,7.742835955430749
consoles1,consoles_games,28,603.2,13.53428571,49,100,4,150,4.2,38,22,9,2,10,2017,23.72881356,2304,21.54285714,4.2,13.53428571,20.66666667,3.9,12.80333333,21.54285714,4.2,13.53428571,19.9,1,0.1436190476,0.4833671741545807,0.03571428511746875,0.18666665422222306,0.0,0.8761904699999974,0.0,0.19496012172871807,0.18870958607782776,0.19496012172871807,0,1,0.4899999510000049,0.1428570918367529,3.367295829986474,6.403905268952571,2.6765103900444362,5.017279836814924,3.2079691046444823,7.742835955430749
consoles1,consoles_games,28,686.0,13.64535714,49,100,4,150,4.2,49,22,8,4,11,2017,23.72881356,2304,24.5,4.2,13.64535714,24.5,3.9,13.65217391,24.5,4.2,13.64535714,21.54285714,1,0.16333333333333333,0.48733400952356803,0.035714285193669315,0.18666665422222306,0.0,0.0,0.0,0.1714285014577545,0.15918360849648633,0.1714285014577545,0,1,0.4899999510000049,0.1428570918367529,3.367295829986474,6.532334292222349,2.6841233664623787,5.017279836814924,3.2079691046444823,7.742835955430749
consoles1,consoles_games,16,392.0,12.87375,49,100,4,150,4.2,30,21,10,1,12,2017,13.55932203,2304,24.5,4.2,12.87375,24.5,3.9,13.52470588,24.5,4.2,12.87375,24.5,1,0.16333333333333333,0.8046088721194549,0.06249999840561229,0.10666665955555603,0.0,0.0,0.0,0.1714285014577545,0.15918360849648633,0.1714285014577545,0,1,0.4899999510000049,0.24999984375009765,2.833213344056216,5.973809611869261,2.629998565484052,5.017279836814924,2.6782314778107827,7.742835955430749
consoles1,consoles_games,5,162.5,15.256,49,100,4,150,4.2,6,20,8,2,2,2018,20.83333333,2304,32.5,4.2,15.256,32.5,3.9,11.85,32.5,4.2,15.256,32.45,1,0.21666666666666667,3.051193897612205,0.19999998769230845,0.03333333111111126,0.0,0.0,0.0,0.12923072946746786,0.11999996307693442,0.12923072946746786,0,1,0.4899999510000049,0.7999984000032001,1.791759469228055,5.096812990337308,2.7884620713960713,5.017279836814924,3.0834378538204246,7.742835955430749
consoles1,consoles_games,6,195.0,18.05666667,49,100,4,150,4.2,13,22,9,1,3,2018,25.0,2304,32.5,4.2,18.05666667,32.74285714,3.9,14.02714286,32.5,4.2,18.05666667,32.5,1,0.21666666666666667,3.009439429267618,0.16666665811965856,0.03999999733333351,0.0,-0.24285713999999814,0.0,0.12923072946746786,0.11910991127700003,0.12923072946746786,0,1,0.4899999510000049,0.6666655555574075,1.9459101490553132,5.278114659230517,2.947416996782687,5.017279836814924,3.258096538021482,7.742835955430749
consoles1,consoles_games,7,245.4,12.98571429,49,100,4,150,4.2,13,21,9,1,4,2018,29.16666667,2304,35.05714286,4.2,12.98571429,34.2,3.9,15.015,35.05714286,4.2,12.98571429,32.5,1,0.23371428573333333,1.855099391286584,0.14285713704738642,0.046666663555555765,0.0,0.8571428599999962,0.0,0.11980436679420635,0.11403505437571507,0.11980436679420635,0,1,0.4899999510000049,0.571427755103207,2.0794415416798357,5.506956231659364,2.6380364007875867,5.017279836814924,3.406737562148268,7.742835955430749
consoles1,consoles_games,3,108.6,15.87,49,100,4,150,4.2,3,23,8,3,5,2018,12.5,2304,36.2,4.2,15.87,36.2,4.2,15.87,36.2,4.2,15.87,35.05714286,1,0.24133333333333334,5.289982366725444,0.3333333026396591,0.019999998666666755,0.0,0.0,0.0,0.11602206739721893,0.11602206739721893,0.11602206739721893,0,1,0.4899999510000049,1.3333288889037036,1.3862943611198906,4.696837374513915,2.825536896557877,5.017279836814924,2.6026896854443837,7.742835955430749
consoles1,consoles_games,2,72.4,18.35,49,100,4,150,4.2,2,21,9,0,6,2018,8.333333333,2304,36.2,4.2,18.35,36.2,4.2,18.35,36.2,4.2,18.35,36.2,1,0.24133333333333334,9.174954125229375,0.49999993093923606,0.013333332444444504,0.0,0.0,0.0,0.11602206739721893,0.11602206739721893,0.11602206739721893,0,0,0.4899999510000049,1.9999900000499997,1.0986122886681098,4.29592393562047,2.962692419475791,5.017279836814924,2.23359222147138,7.742835955430749
consoles1,consoles_games,1,36.2,22.18,49,100,4,150,4.2,1,22,9,1,7,2018,7.59180791,2304,36.2,4.2,22.18,36.2,4.2,22.18,36.2,4.2,22.18,36.2,1,0.24133333333333334,22.179778202217975,0.9999997237569823,0.006666666222222252,0.0,0.0,0.0,0.11602206739721893,0.11602206739721893,0.11602206739721893,0,1,0.4899999510000049,3.9999600003999958,0.6931471805599453,3.616308761279101,3.1432898379116057,5.017279836814924,2.1508091806730154,7.742835955430749
garden7,garden_tools,1,59.9,17.16,57,339,2,1800,4.2,17,20,10,2,4,2017,7.879612825,32560,59.9,4.2,17.16,59.9,4.2,17.16,59.9,4.2,17.16,59.85,1,0.033277777777777774,17.15982840171598,0.9999998330551196,0.0005555555524691359,0.0,0.0,0.0,0.07011684973007518,0.07011684973007518,0.07011684973007518,0,1,0.16814158796042514,1.9999800001999979,0.6931471805599453,4.109233174715851,2.8992213731731473,7.496097345175956,2.183757955265248,10.390870532175569
garden7,garden_tools,1,59.9,13.44,57,339,2,1800,4.2,34,23,8,1,5,2017,8.756805808,32560,59.9,4.1,19.7325,59.9,4.2,26.24666667,59.9,4.2,13.44,59.9,1,0.033277777777777774,13.439865601343985,0.9999998330551196,0.0005555555524691359,0.0,0.0,0.0,0.06844740092697814,0.07011684973007518,0.07011684973007518,0,1,0.16814158796042514,1.9999800001999979,0.6931471805599453,4.109233174715851,2.67000213346468,7.496097345175956,2.2779650730887613,10.390870532175569
garden7,garden_tools,4,239.6,17.67,57,339,2,1800,4.2,74,21,10,1,7,2017,8.711433757,32560,59.9,4.1,16.62642857,59.9,4.2,16.11157895,59.9,4.1,15.39230769,59.85,1,0.033277777777777774,4.4174889562776105,0.24999998956594366,0.0022222222098765435,0.0,0.0,0.0,0.06844740092697814,0.07011684973007518,0.06844740092697814,0,1,0.16814158796042514,0.49999875000312505,1.6094379124341003,5.483135803540579,2.9269179575536315,7.496097345175956,2.2733039291783865,10.390870532175569
garden7,garden_tools,6,359.4,16.26,57,339,2,1800,4.2,113,23,8,1,8,2017,11.31276467,32560,59.9,4.1,18.16230769,59.9,4.2,17.68111111,59.9,4.1,18.05043478,59.9,1,0.033277777777777774,2.7099954833408617,0.16666666202930824,0.003333333314814815,0.0,0.0,0.0,0.06844740092697814,0.07011684973007518,0.06844740092697814,0,1,0.16814158796042514,0.33333277777870374,1.9459101490553132,5.887214525734183,2.848391685655282,7.496097345175956,2.5106365023077797,10.390870532175569
garden7,garden_tools,5,299.5,16.782,57,339,2,1800,4.2,115,21,9,1,9,2017,8.620689655,32560,59.9,4.1,17.18702703,59.9,4.2,16.81176471,59.9,4.1,16.29461538,59.9,1,0.033277777777777774,3.3563932872134257,0.19999999332220392,0.002777777762345679,0.0,0.0,0.0,0.06844740092697814,0.07011684973007518,0.06844740092697814,0,1,0.16814158796042514,0.39999920000160005,1.791759469228055,5.705447753975262,2.878186709698947,7.496097345175956,2.2639159518169705,10.390870532175569
garden7,garden_tools,11,658.9,14.80727273,57,339,2,1800,4.2,146,22,9,2,10,2017,18.96551724,32560,59.9,4.1,18.06589744,59.9,4.2,17.59548387,59.9,4.1,16.81416667,59.9,1,0.033277777777777774,1.3461144789868373,0.09090908952938095,0.006111111077160494,0.0,0.0,0.0,0.06844740092697814,0.07011684973007518,0.06844740092697814,0,1,0.16814158796042514,0.1818180165290759,2.4849066497880004,6.492088308389376,2.7604701334947537,7.496097345175956,2.9940066475174367,10.390870532175569
garden7,garden_tools,20,1043.6,16.016,57,339,2,1800,4.2,339,22,8,4,11,2017,34.48275862,32560,52.40694444,4.1,17.06747253,53.64828125,4.2,16.07586207,53.78571429,4.1,18.27550725,59.9,1,0.028512345677777776,0.8007995996002001,0.049178058382732294,0.011111111049382717,-1.0847222199999962,-2.326059029999996,-2.463492070000001,0.07823389173843394,0.0782876751922644,0.07622840547602858,0,1,0.16814158796042514,0.099999950000025,3.044522437723423,6.9513893160021984,2.834154077897936,7.496097345175956,3.5690469058281393,10.390870532175569
garden7,garden_tools,10,571.8,18.103,57,339,2,1800,4.2,184,21,10,1,12,2017,17.24137931,32560,55.1,4.1,15.75960784,55.425,4.2,19.184375,55.75,4.1,17.26727273,51.32222222,1,0.03165432098888889,1.8102981897018104,0.09964633925067613,0.005555555524691358,1.8777777799999953,1.5527777799999996,1.2277777799999967,0.07441014983481853,0.07577806481225714,0.07354258770536543,0,1,0.16814158796042514,0.1999998000002,2.3978952727983707,6.350536615646436,2.949845390781515,7.496097345175956,2.9036926018529217,10.390870532175569
garden7,garden_tools,11,548.9,21.98272727,57,339,2,1800,4.2,137,23,8,2,1,2018,19.29824561,32560,49.9,4.1,19.495,49.9,4.2,15.84103448,49.9,4.1,16.50512821,56.97777778,1,0.02772222222222222,1.9984279350655139,0.09090908925288597,0.006111111077160494,0.0,0.0,0.0,0.0821643121915206,0.08416831980594794,0.0821643121915206,0,1,0.16814158796042514,0.1818180165290759,2.4849066497880004,6.309736443513769,3.134742945535335,7.496097345175956,3.0105344591603362,10.390870532175569
garden7,garden_tools,8,411.2,14.08375,57,339,2,1800,4.2,160,20,8,2,2,2018,14.03508772,32560,50.54516129,4.1,16.61153846,50.9,4.2,17.51944444,50.35714286,4.1,18.281875,49.9,1,0.028555555555555556,1.7604665494168132,0.12499999696011681,0.004444444419753087,0.8548387099999957,0.5,1.0428571399999953,0.08111556248323873,0.08251471856292367,0.08141842354349497,0,1,0.16814158796042514,0.24999968750039064,2.1972245773362196,6.021508668456359,2.7136180054056736,7.496097345175956,2.710386650809904,10.390870532175569
garden7,garden_tools,3,161.7,21.35,57,339,2,1800,4.2,116,22,9,1,3,2018,5.263157895,32560,53.9,4.1,20.35967742,53.9,4.2,21.85285714,53.9,4.1,19.02423077,51.4,1,0.029944444444444444,7.116642944523519,0.3333333127190283,0.0016666666574074074,0.0,0.0,0.0,0.07606677623993019,0.07792206346529434,0.07606677623993019,0,1,0.16814158796042514,0.6666644444518518,1.3862943611198906,5.091908014224992,3.106826321059578,7.496097345175956,1.8346845139871057,10.390870532175569
